folder_type,corpus_root,category,work_folder,pageid,work_title,display_title,page_title,author,times,juan_count,min_juan_index,max_juan_index,total_char_count_raw,total_char_count_clean,empty_juan_count,example_raw_path,example_clean_path 
clean,中國漢文,唐朝,九日登高 (劉禹錫),,九日登高 (劉禹錫),九日登高 (劉禹錫),九日登高 (劉禹錫),,,1,1,1,92,55,0,中國漢文\raw\唐朝\九日登高 (劉禹錫)\九日登高 (劉禹錫)__juan_01.txt,中國漢文\clean\唐朝\九日登高 (劉禹錫)\九日登高 (劉禹錫)__juan_01.txt
clean,中國漢文,唐朝,九日登高 (嚴維),,九日登高 (嚴維),九日登高 (嚴維),九日登高 (嚴維),,,1,1,1,132,95,0,中國漢文\raw\唐朝\九日登高 (嚴維)\九日登高 (嚴維)__juan_01.txt,中國漢文\clean\唐朝\九日登高 (嚴維)\九日登高 (嚴維)__juan_01.txt
clean,中國漢文,唐朝,九日登高 (王昌齡),,九日登高 (王昌齡),九日登高 (王昌齡),九日登高 (王昌齡),,,1,1,1,132,95,0,中國漢文\raw\唐朝\九日登高 (王昌齡)\九日登高 (王昌齡)__juan_01.txt,中國漢文\clean\唐朝\九日登高 (王昌齡)\九日登高 (王昌齡)__juan_01.txt
clean,中國漢文,唐朝,九日登高詩序,,九日登高詩序,九日登高詩序,九日登高詩序,,,1,1,1,268,231,0,中國漢文\raw\唐朝\九日登高詩序\九日登高詩序__juan_01.txt,中國漢文\clean\唐朝\九日登高詩序\九日登高詩序__juan_01.txt
clean,中國漢文,唐朝,九日紫氣賦（有序）,,九日紫氣賦（有序）,九日紫氣賦（有序）,九日紫氣賦（有序）,,,1,1,1,308,271,0,中國漢文\raw\唐朝\九日紫氣賦（有序）\九日紫氣賦（有序）__juan_01.txt,中國漢文\clean\唐朝\九日紫氣賦（有序）\九日紫氣賦（有序）__juan_01.txt
clean,中國漢文,唐朝,九日絕句,,九日絕句,九日絕句,九日絕句,,,1,1,1,100,63,0,中國漢文\raw\唐朝\九日絕句\九日絕句__juan_01.txt,中國漢文\clean\唐朝\九日絕句\九日絕句__juan_01.txt
clean,中國漢文,唐朝,九日臨渭亭侍宴應制得長字,,九日臨渭亭侍宴應制得長字,九日臨渭亭侍宴應制得長字,九日臨渭亭侍宴應制得長字,,,1,1,1,116,79,0,中國漢文\raw\唐朝\九日臨渭亭侍宴應制得長字\九日臨渭亭侍宴應制得長字__juan_01.txt,中國漢文\clean\唐朝\九日臨渭亭侍宴應制得長字\九日臨渭亭侍宴應制得長字__juan_01.txt
clean,中國漢文,唐朝,九日與敬處士左學士同賦采菊上東山便爲首句,,九日與敬處士左學士同賦采菊上東山便爲首句,九日與敬處士左學士同賦采菊上東山便爲首句,九日與敬處士左學士同賦采菊上東山便爲首句,,,1,1,1,176,139,0,中國漢文\raw\唐朝\九日與敬處士左學士同賦采菊上東山便爲首句\九日與敬處士左學士同賦采菊上東山便爲首句__juan_01.txt,中國漢文\clean\唐朝\九日與敬處士左學士同賦采菊上東山便爲首句\九日與敬處士左學士同賦采菊上東山便爲首句__juan_01.txt
clean,中國漢文,唐朝,九日與楊凝崔淑期登江上山會有故不得往因贈之,,九日與楊凝崔淑期登江上山會有故不得往因贈之,九日與楊凝崔淑期登江上山會有故不得往因贈之,九日與楊凝崔淑期登江上山會有故不得往因贈之,,,1,1,1,100,63,0,中國漢文\raw\唐朝\九日與楊凝崔淑期登江上山會有故不得往因贈之\九日與楊凝崔淑期登江上山會有故不得往因贈之__juan_01.txt,中國漢文\clean\唐朝\九日與楊凝崔淑期登江上山會有故不得往因贈之\九日與楊凝崔淑期登江上山會有故不得往因贈之__juan_01.txt
clean,中國漢文,唐朝,九日藍田崔氏莊,,九日藍田崔氏莊,九日藍田崔氏莊,九日藍田崔氏莊,,,1,1,1,132,95,0,中國漢文\raw\唐朝\九日藍田崔氏莊\九日藍田崔氏莊__juan_01.txt,中國漢文\clean\唐朝\九日藍田崔氏莊\九日藍田崔氏莊__juan_01.txt
clean,中國漢文,唐朝,九日賈明府見訪,,九日賈明府見訪,九日賈明府見訪,九日賈明府見訪,,,1,1,1,132,95,0,中國漢文\raw\唐朝\九日賈明府見訪\九日賈明府見訪__juan_01.txt,中國漢文\clean\唐朝\九日賈明府見訪\九日賈明府見訪__juan_01.txt
clean,中國漢文,唐朝,九日贈司空文明,,九日贈司空文明,九日贈司空文明,九日贈司空文明,,,1,1,1,104,67,0,中國漢文\raw\唐朝\九日贈司空文明\九日贈司空文明__juan_01.txt,中國漢文\clean\唐朝\九日贈司空文明\九日贈司空文明__juan_01.txt
clean,中國漢文,唐朝,九日送人 (劉眘虛),,九日送人 (劉眘虛),九日送人 (劉眘虛),九日送人 (劉眘虛),,,1,1,1,116,79,0,中國漢文\raw\唐朝\九日送人 (劉眘虛)\九日送人 (劉眘虛)__juan_01.txt,中國漢文\clean\唐朝\九日送人 (劉眘虛)\九日送人 (劉眘虛)__juan_01.txt
clean,中國漢文,唐朝,九日送人 (司空曙),,九日送人 (司空曙),九日送人 (司空曙),九日送人 (司空曙),,,1,1,1,116,79,0,中國漢文\raw\唐朝\九日送人 (司空曙)\九日送人 (司空曙)__juan_01.txt,中國漢文\clean\唐朝\九日送人 (司空曙)\九日送人 (司空曙)__juan_01.txt
clean,中國漢文,唐朝,九日送人 (李嘉祐),,九日送人 (李嘉祐),九日送人 (李嘉祐),九日送人 (李嘉祐),,,1,1,1,116,79,0,中國漢文\raw\唐朝\九日送人 (李嘉祐)\九日送人 (李嘉祐)__juan_01.txt,中國漢文\clean\唐朝\九日送人 (李嘉祐)\九日送人 (李嘉祐)__juan_01.txt
clean,中國漢文,唐朝,九日送別,,九日送別,九日送別,九日送別,,,1,1,1,100,63,0,中國漢文\raw\唐朝\九日送別\九日送別__juan_01.txt,中國漢文\clean\唐朝\九日送別\九日送別__juan_01.txt
clean,中國漢文,唐朝,九日送洛陽李丞之任,,九日送洛陽李丞之任,九日送洛陽李丞之任,九日送洛陽李丞之任,,,1,1,1,116,79,0,中國漢文\raw\唐朝\九日送洛陽李丞之任\九日送洛陽李丞之任__juan_01.txt,中國漢文\clean\唐朝\九日送洛陽李丞之任\九日送洛陽李丞之任__juan_01.txt
clean,中國漢文,唐朝,九日進茱萸山詩,,九日進茱萸山詩,九日進茱萸山詩,九日進茱萸山詩,,,1,1,1,193,156,0,中國漢文\raw\唐朝\九日進茱萸山詩\九日進茱萸山詩__juan_01.txt,中國漢文\clean\唐朝\九日進茱萸山詩\九日進茱萸山詩__juan_01.txt
clean,中國漢文,唐朝,九日進茱萸山詩 (九日重陽數),,九日進茱萸山詩 (九日重陽數),九日進茱萸山詩 (九日重陽數),九日進茱萸山詩 (九日重陽數),,,1,1,1,92,55,0,中國漢文\raw\唐朝\九日進茱萸山詩 (九日重陽數)\九日進茱萸山詩 (九日重陽數)__juan_01.txt,中國漢文\clean\唐朝\九日進茱萸山詩 (九日重陽數)\九日進茱萸山詩 (九日重陽數)__juan_01.txt
clean,中國漢文,唐朝,九日進茱萸山詩 (家居洛陽下),,九日進茱萸山詩 (家居洛陽下),九日進茱萸山詩 (家居洛陽下),九日進茱萸山詩 (家居洛陽下),,,1,1,1,92,55,0,中國漢文\raw\唐朝\九日進茱萸山詩 (家居洛陽下)\九日進茱萸山詩 (家居洛陽下)__juan_01.txt,中國漢文\clean\唐朝\九日進茱萸山詩 (家居洛陽下)\九日進茱萸山詩 (家居洛陽下)__juan_01.txt
clean,中國漢文,唐朝,九日進茱萸山詩 (晚節歡重九),,九日進茱萸山詩 (晚節歡重九),九日進茱萸山詩 (晚節歡重九),九日進茱萸山詩 (晚節歡重九),,,1,1,1,92,55,0,中國漢文\raw\唐朝\九日進茱萸山詩 (晚節歡重九)\九日進茱萸山詩 (晚節歡重九)__juan_01.txt,中國漢文\clean\唐朝\九日進茱萸山詩 (晚節歡重九)\九日進茱萸山詩 (晚節歡重九)__juan_01.txt
clean,中國漢文,唐朝,九日進茱萸山詩 (菊酒攜山客),,九日進茱萸山詩 (菊酒攜山客),九日進茱萸山詩 (菊酒攜山客),九日進茱萸山詩 (菊酒攜山客),,,1,1,1,92,55,0,中國漢文\raw\唐朝\九日進茱萸山詩 (菊酒攜山客)\九日進茱萸山詩 (菊酒攜山客)__juan_01.txt,中國漢文\clean\唐朝\九日進茱萸山詩 (菊酒攜山客)\九日進茱萸山詩 (菊酒攜山客)__juan_01.txt
clean,中國漢文,唐朝,九日進茱萸山詩 (黃花宜泛酒),,九日進茱萸山詩 (黃花宜泛酒),九日進茱萸山詩 (黃花宜泛酒),九日進茱萸山詩 (黃花宜泛酒),,,1,1,1,92,55,0,中國漢文\raw\唐朝\九日進茱萸山詩 (黃花宜泛酒)\九日進茱萸山詩 (黃花宜泛酒)__juan_01.txt,中國漢文\clean\唐朝\九日進茱萸山詩 (黃花宜泛酒)\九日進茱萸山詩 (黃花宜泛酒)__juan_01.txt
clean,中國漢文,唐朝,九日郡齋有感,,九日郡齋有感,九日郡齋有感,九日郡齋有感,,,1,1,1,132,95,0,中國漢文\raw\唐朝\九日郡齋有感\九日郡齋有感__juan_01.txt,中國漢文\clean\唐朝\九日郡齋有感\九日郡齋有感__juan_01.txt
clean,中國漢文,唐朝,九日酬顏少府,,九日酬顏少府,九日酬顏少府,九日酬顏少府,,,1,1,1,132,95,0,中國漢文\raw\唐朝\九日酬顏少府\九日酬顏少府__juan_01.txt,中國漢文\clean\唐朝\九日酬顏少府\九日酬顏少府__juan_01.txt
clean,中國漢文,唐朝,九日醉吟,,九日醉吟,九日醉吟,九日醉吟,,,1,1,1,164,127,0,中國漢文\raw\唐朝\九日醉吟\九日醉吟__juan_01.txt,中國漢文\clean\唐朝\九日醉吟\九日醉吟__juan_01.txt
clean,中國漢文,唐朝,九日長安作,,九日長安作,九日長安作,九日長安作,,,1,1,1,116,79,0,中國漢文\raw\唐朝\九日長安作\九日長安作__juan_01.txt,中國漢文\clean\唐朝\九日長安作\九日長安作__juan_01.txt
clean,中國漢文,唐朝,九日閑居寄登高數子,,九日閑居寄登高數子,九日閑居寄登高數子,九日閑居寄登高數子,,,1,1,1,116,79,0,中國漢文\raw\唐朝\九日閑居寄登高數子\九日閑居寄登高數子__juan_01.txt,中國漢文\clean\唐朝\九日閑居寄登高數子\九日閑居寄登高數子__juan_01.txt
clean,中國漢文,唐朝,九日閒居寄登高數子,,九日閒居寄登高數子,九日閒居寄登高數子,九日閒居寄登高數子,,,1,1,1,116,79,0,中國漢文\raw\唐朝\九日閒居寄登高數子\九日閒居寄登高數子__juan_01.txt,中國漢文\clean\唐朝\九日閒居寄登高數子\九日閒居寄登高數子__juan_01.txt
clean,中國漢文,唐朝,九日陪劉中丞宴昌樂寺送梁廷評,,九日陪劉中丞宴昌樂寺送梁廷評,九日陪劉中丞宴昌樂寺送梁廷評,九日陪劉中丞宴昌樂寺送梁廷評,,,1,1,1,116,79,0,中國漢文\raw\唐朝\九日陪劉中丞宴昌樂寺送梁廷評\九日陪劉中丞宴昌樂寺送梁廷評__juan_01.txt,中國漢文\clean\唐朝\九日陪劉中丞宴昌樂寺送梁廷評\九日陪劉中丞宴昌樂寺送梁廷評__juan_01.txt
clean,中國漢文,唐朝,九日陪劉中丞賈常侍宴合江亭序,,九日陪劉中丞賈常侍宴合江亭序,九日陪劉中丞賈常侍宴合江亭序,九日陪劉中丞賈常侍宴合江亭序,,,1,1,1,694,657,0,中國漢文\raw\唐朝\九日陪劉中丞賈常侍宴合江亭序\九日陪劉中丞賈常侍宴合江亭序__juan_01.txt,中國漢文\clean\唐朝\九日陪劉中丞賈常侍宴合江亭序\九日陪劉中丞賈常侍宴合江亭序__juan_01.txt
clean,中國漢文,唐朝,九日陪崔郎中北山宴,,九日陪崔郎中北山宴,九日陪崔郎中北山宴,九日陪崔郎中北山宴,,,1,1,1,116,79,0,中國漢文\raw\唐朝\九日陪崔郎中北山宴\九日陪崔郎中北山宴__juan_01.txt,中國漢文\clean\唐朝\九日陪崔郎中北山宴\九日陪崔郎中北山宴__juan_01.txt
clean,中國漢文,唐朝,九日陪崔郎中北山讌,,九日陪崔郎中北山讌,九日陪崔郎中北山讌,九日陪崔郎中北山讌,,,1,1,1,116,79,0,中國漢文\raw\唐朝\九日陪崔郎中北山讌\九日陪崔郎中北山讌__juan_01.txt,中國漢文\clean\唐朝\九日陪崔郎中北山讌\九日陪崔郎中北山讌__juan_01.txt
clean,中國漢文,唐朝,九日陪廉使盧端公宴東樓序,,九日陪廉使盧端公宴東樓序,九日陪廉使盧端公宴東樓序,九日陪廉使盧端公宴東樓序,,,1,1,1,365,328,0,中國漢文\raw\唐朝\九日陪廉使盧端公宴東樓序\九日陪廉使盧端公宴東樓序__juan_01.txt,中國漢文\clean\唐朝\九日陪廉使盧端公宴東樓序\九日陪廉使盧端公宴東樓序__juan_01.txt
clean,中國漢文,唐朝,九日陪樊尚書龍山宴集,,九日陪樊尚書龍山宴集,九日陪樊尚書龍山宴集,九日陪樊尚書龍山宴集,,,1,1,1,140,103,0,中國漢文\raw\唐朝\九日陪樊尚書龍山宴集\九日陪樊尚書龍山宴集__juan_01.txt,中國漢文\clean\唐朝\九日陪樊尚書龍山宴集\九日陪樊尚書龍山宴集__juan_01.txt
clean,中國漢文,唐朝,九日陪潤州邵使君登北固山,,九日陪潤州邵使君登北固山,九日陪潤州邵使君登北固山,九日陪潤州邵使君登北固山,,,1,1,1,140,103,0,中國漢文\raw\唐朝\九日陪潤州邵使君登北固山\九日陪潤州邵使君登北固山__juan_01.txt,中國漢文\clean\唐朝\九日陪潤州邵使君登北固山\九日陪潤州邵使君登北固山__juan_01.txt
clean,中國漢文,唐朝,九日陪皇甫使君泛江宴赤岸亭,,九日陪皇甫使君泛江宴赤岸亭,九日陪皇甫使君泛江宴赤岸亭,九日陪皇甫使君泛江宴赤岸亭,,,1,1,1,140,103,0,中國漢文\raw\唐朝\九日陪皇甫使君泛江宴赤岸亭\九日陪皇甫使君泛江宴赤岸亭__juan_01.txt,中國漢文\clean\唐朝\九日陪皇甫使君泛江宴赤岸亭\九日陪皇甫使君泛江宴赤岸亭__juan_01.txt
clean,中國漢文,唐朝,九日陪董內召登高,,九日陪董內召登高,九日陪董內召登高,九日陪董內召登高,,,1,1,1,132,95,0,中國漢文\raw\唐朝\九日陪董內召登高\九日陪董內召登高__juan_01.txt,中國漢文\clean\唐朝\九日陪董內召登高\九日陪董內召登高__juan_01.txt
clean,中國漢文,唐朝,九日陪越州元相燕龜山寺,,九日陪越州元相燕龜山寺,九日陪越州元相燕龜山寺,九日陪越州元相燕龜山寺,,,1,1,1,132,95,0,中國漢文\raw\唐朝\九日陪越州元相燕龜山寺\九日陪越州元相燕龜山寺__juan_01.txt,中國漢文\clean\唐朝\九日陪越州元相燕龜山寺\九日陪越州元相燕龜山寺__juan_01.txt
clean,中國漢文,唐朝,九日雨中言懷,,九日雨中言懷,九日雨中言懷,九日雨中言懷,,,1,1,1,132,95,0,中國漢文\raw\唐朝\九日雨中言懷\九日雨中言懷__juan_01.txt,中國漢文\clean\唐朝\九日雨中言懷\九日雨中言懷__juan_01.txt
clean,中國漢文,唐朝,九日題塗溪,,九日題塗溪,九日題塗溪,九日題塗溪,,,1,1,1,100,63,0,中國漢文\raw\唐朝\九日題塗溪\九日題塗溪__juan_01.txt,中國漢文\clean\唐朝\九日題塗溪\九日題塗溪__juan_01.txt
clean,中國漢文,唐朝,九日題蔡國公主樓,,九日題蔡國公主樓,九日題蔡國公主樓,九日題蔡國公主樓,,,1,1,1,140,103,0,中國漢文\raw\唐朝\九日題蔡國公主樓\九日題蔡國公主樓__juan_01.txt,中國漢文\clean\唐朝\九日題蔡國公主樓\九日題蔡國公主樓__juan_01.txt
clean,中國漢文,唐朝,九日齊山登高,,九日齊山登高,九日齊山登高,九日齊山登高,,,1,1,1,132,95,0,中國漢文\raw\唐朝\九日齊山登高\九日齊山登高__juan_01.txt,中國漢文\clean\唐朝\九日齊山登高\九日齊山登高__juan_01.txt
clean,中國漢文,唐朝,九日龍山飲,,九日龍山飲,九日龍山飲,九日龍山飲,,,1,1,1,92,55,0,中國漢文\raw\唐朝\九日龍山飲\九日龍山飲__juan_01.txt,中國漢文\clean\唐朝\九日龍山飲\九日龍山飲__juan_01.txt
clean,中國漢文,唐朝,九日龍沙作寄劉大眘虛,,九日龍沙作寄劉大眘虛,九日龍沙作寄劉大眘虛,九日龍沙作寄劉大眘虛,,,1,1,1,116,79,0,中國漢文\raw\唐朝\九日龍沙作寄劉大眘虛\九日龍沙作寄劉大眘虛__juan_01.txt,中國漢文\clean\唐朝\九日龍沙作寄劉大眘虛\九日龍沙作寄劉大眘虛__juan_01.txt
clean,中國漢文,唐朝,九曲詞,,九曲詞,九曲詞,九曲詞,,,1,1,1,167,130,0,中國漢文\raw\唐朝\九曲詞\九曲詞__juan_01.txt,中國漢文\clean\唐朝\九曲詞\九曲詞__juan_01.txt
clean,中國漢文,唐朝,九曲詞 (萬騎爭歌楊柳春),,九曲詞 (萬騎爭歌楊柳春),九曲詞 (萬騎爭歌楊柳春),九曲詞 (萬騎爭歌楊柳春),,,1,1,1,100,63,0,中國漢文\raw\唐朝\九曲詞 (萬騎爭歌楊柳春)\九曲詞 (萬騎爭歌楊柳春)__juan_01.txt,中國漢文\clean\唐朝\九曲詞 (萬騎爭歌楊柳春)\九曲詞 (萬騎爭歌楊柳春)__juan_01.txt
clean,中國漢文,唐朝,九曲詞 (許國從來徹廟堂),,九曲詞 (許國從來徹廟堂),九曲詞 (許國從來徹廟堂),九曲詞 (許國從來徹廟堂),,,1,1,1,100,63,0,中國漢文\raw\唐朝\九曲詞 (許國從來徹廟堂)\九曲詞 (許國從來徹廟堂)__juan_01.txt,中國漢文\clean\唐朝\九曲詞 (許國從來徹廟堂)\九曲詞 (許國從來徹廟堂)__juan_01.txt
clean,中國漢文,唐朝,九曲詞 (鐵騎橫行鐵嶺頭),,九曲詞 (鐵騎橫行鐵嶺頭),九曲詞 (鐵騎橫行鐵嶺頭),九曲詞 (鐵騎橫行鐵嶺頭),,,1,1,1,100,63,0,中國漢文\raw\唐朝\九曲詞 (鐵騎橫行鐵嶺頭)\九曲詞 (鐵騎橫行鐵嶺頭)__juan_01.txt,中國漢文\clean\唐朝\九曲詞 (鐵騎橫行鐵嶺頭)\九曲詞 (鐵騎橫行鐵嶺頭)__juan_01.txt
clean,中國漢文,唐朝,九月一日玉晨觀別修功德歎道文,,九月一日玉晨觀別修功德歎道文,九月一日玉晨觀別修功德歎道文,九月一日玉晨觀別修功德歎道文,,,1,1,1,215,178,0,中國漢文\raw\唐朝\九月一日玉晨觀別修功德歎道文\九月一日玉晨觀別修功德歎道文__juan_01.txt,中國漢文\clean\唐朝\九月一日玉晨觀別修功德歎道文\九月一日玉晨觀別修功德歎道文__juan_01.txt
clean,中國漢文,唐朝,九月三十夜雨寄故人,,九月三十夜雨寄故人,九月三十夜雨寄故人,九月三十夜雨寄故人,,,1,1,1,116,79,0,中國漢文\raw\唐朝\九月三十夜雨寄故人\九月三十夜雨寄故人__juan_01.txt,中國漢文\clean\唐朝\九月三十夜雨寄故人\九月三十夜雨寄故人__juan_01.txt
clean,中國漢文,唐朝,九月九日,,九月九日,九月九日,九月九日,,,1,1,1,176,139,0,中國漢文\raw\唐朝\九月九日\九月九日__juan_01.txt,中國漢文\clean\唐朝\九月九日\九月九日__juan_01.txt
clean,中國漢文,唐朝,九月九日上幸慈恩寺登浮圖羣臣上菊花壽酒,,九月九日上幸慈恩寺登浮圖羣臣上菊花壽酒,九月九日上幸慈恩寺登浮圖羣臣上菊花壽酒,九月九日上幸慈恩寺登浮圖羣臣上菊花壽酒,,,1,1,1,116,79,0,中國漢文\raw\唐朝\九月九日上幸慈恩寺登浮圖羣臣上菊花壽酒\九月九日上幸慈恩寺登浮圖羣臣上菊花壽酒__juan_01.txt,中國漢文\clean\唐朝\九月九日上幸慈恩寺登浮圖羣臣上菊花壽酒\九月九日上幸慈恩寺登浮圖羣臣上菊花壽酒__juan_01.txt
clean,中國漢文,唐朝,九月九日劉十八東堂集,,九月九日劉十八東堂集,九月九日劉十八東堂集,九月九日劉十八東堂集,,,1,1,1,140,103,0,中國漢文\raw\唐朝\九月九日劉十八東堂集\九月九日劉十八東堂集__juan_01.txt,中國漢文\clean\唐朝\九月九日劉十八東堂集\九月九日劉十八東堂集__juan_01.txt
clean,中國漢文,唐朝,九月九日勤政樓下觀百僚獻壽,,九月九日勤政樓下觀百僚獻壽,九月九日勤政樓下觀百僚獻壽,九月九日勤政樓下觀百僚獻壽,,,1,1,1,140,103,0,中國漢文\raw\唐朝\九月九日勤政樓下觀百僚獻壽\九月九日勤政樓下觀百僚獻壽__juan_01.txt,中國漢文\clean\唐朝\九月九日勤政樓下觀百僚獻壽\九月九日勤政樓下觀百僚獻壽__juan_01.txt
clean,中國漢文,唐朝,九月九日幸臨渭亭登高得秋字,,九月九日幸臨渭亭登高得秋字,九月九日幸臨渭亭登高得秋字,九月九日幸臨渭亭登高得秋字,,,1,1,1,152,115,0,中國漢文\raw\唐朝\九月九日幸臨渭亭登高得秋字\九月九日幸臨渭亭登高得秋字__juan_01.txt,中國漢文\clean\唐朝\九月九日幸臨渭亭登高得秋字\九月九日幸臨渭亭登高得秋字__juan_01.txt
clean,中國漢文,唐朝,九月九日幸臨渭亭登高應制得涘字,,九月九日幸臨渭亭登高應制得涘字,九月九日幸臨渭亭登高應制得涘字,九月九日幸臨渭亭登高應制得涘字,,,1,1,1,116,79,0,中國漢文\raw\唐朝\九月九日幸臨渭亭登高應制得涘字\九月九日幸臨渭亭登高應制得涘字__juan_01.txt,中國漢文\clean\唐朝\九月九日幸臨渭亭登高應制得涘字\九月九日幸臨渭亭登高應制得涘字__juan_01.txt
clean,中國漢文,唐朝,九月九日憶山東兄弟,,九月九日憶山東兄弟,九月九日憶山東兄弟,九月九日憶山東兄弟,,,1,1,1,100,63,0,中國漢文\raw\唐朝\九月九日憶山東兄弟\九月九日憶山東兄弟__juan_01.txt,中國漢文\clean\唐朝\九月九日憶山東兄弟\九月九日憶山東兄弟__juan_01.txt
clean,中國漢文,唐朝,九月九日望蜀臺,,九月九日望蜀臺,九月九日望蜀臺,九月九日望蜀臺,,,1,1,1,132,95,0,中國漢文\raw\唐朝\九月九日望蜀臺\九月九日望蜀臺__juan_01.txt,中國漢文\clean\唐朝\九月九日望蜀臺\九月九日望蜀臺__juan_01.txt
clean,中國漢文,唐朝,九月九日李蘇州東樓宴,,九月九日李蘇州東樓宴,九月九日李蘇州東樓宴,九月九日李蘇州東樓宴,,,1,1,1,116,79,0,中國漢文\raw\唐朝\九月九日李蘇州東樓宴\九月九日李蘇州東樓宴__juan_01.txt,中國漢文\clean\唐朝\九月九日李蘇州東樓宴\九月九日李蘇州東樓宴__juan_01.txt
clean,中國漢文,唐朝,九月九日登玄武山,,九月九日登玄武山,九月九日登玄武山,九月九日登玄武山,,,1,1,1,100,63,0,中國漢文\raw\唐朝\九月九日登玄武山\九月九日登玄武山__juan_01.txt,中國漢文\clean\唐朝\九月九日登玄武山\九月九日登玄武山__juan_01.txt
clean,中國漢文,唐朝,九月九日登龍山,,九月九日登龍山,九月九日登龍山,九月九日登龍山,,,1,1,1,224,187,0,中國漢文\raw\唐朝\九月九日登龍山\九月九日登龍山__juan_01.txt,中國漢文\clean\唐朝\九月九日登龍山\九月九日登龍山__juan_01.txt
clean,中國漢文,唐朝,九月九日謝恩賜曲江宴會狀,,九月九日謝恩賜曲江宴會狀,九月九日謝恩賜曲江宴會狀,九月九日謝恩賜曲江宴會狀,,,1,1,1,233,196,0,中國漢文\raw\唐朝\九月九日謝恩賜曲江宴會狀\九月九日謝恩賜曲江宴會狀__juan_01.txt,中國漢文\clean\唐朝\九月九日謝恩賜曲江宴會狀\九月九日謝恩賜曲江宴會狀__juan_01.txt
clean,中國漢文,唐朝,九月九日贈崔使君善爲,,九月九日贈崔使君善爲,九月九日贈崔使君善爲,九月九日贈崔使君善爲,,,1,1,1,116,79,0,中國漢文\raw\唐朝\九月九日贈崔使君善爲\九月九日贈崔使君善爲__juan_01.txt,中國漢文\clean\唐朝\九月九日贈崔使君善爲\九月九日贈崔使君善爲__juan_01.txt
clean,中國漢文,唐朝,九月八日,,九月八日,九月八日,九月八日,,,1,1,1,100,63,0,中國漢文\raw\唐朝\九月八日\九月八日__juan_01.txt,中國漢文\clean\唐朝\九月八日\九月八日__juan_01.txt
clean,中國漢文,唐朝,九月八日酬皇甫十見贈,,九月八日酬皇甫十見贈,九月八日酬皇甫十見贈,九月八日酬皇甫十見贈,,,1,1,1,132,95,0,中國漢文\raw\唐朝\九月八日酬皇甫十見贈\九月八日酬皇甫十見贈__juan_01.txt,中國漢文\clean\唐朝\九月八日酬皇甫十見贈\九月八日酬皇甫十見贈__juan_01.txt
clean,中國漢文,唐朝,九月十一日寄陳郎中,,九月十一日寄陳郎中,九月十一日寄陳郎中,九月十一日寄陳郎中,,,1,1,1,100,63,0,中國漢文\raw\唐朝\九月十一日寄陳郎中\九月十一日寄陳郎中__juan_01.txt,中國漢文\clean\唐朝\九月十一日寄陳郎中\九月十一日寄陳郎中__juan_01.txt
clean,中國漢文,唐朝,九月十八賜百僚追賞因書所懷,,九月十八賜百僚追賞因書所懷,九月十八賜百僚追賞因書所懷,九月十八賜百僚追賞因書所懷,,,1,1,1,128,91,0,中國漢文\raw\唐朝\九月十八賜百僚追賞因書所懷\九月十八賜百僚追賞因書所懷__juan_01.txt,中國漢文\clean\唐朝\九月十八賜百僚追賞因書所懷\九月十八賜百僚追賞因書所懷__juan_01.txt
clean,中國漢文,唐朝,九月十日即事 (嚴維),,九月十日即事 (嚴維),九月十日即事 (嚴維),九月十日即事 (嚴維),,,1,1,1,116,79,0,中國漢文\raw\唐朝\九月十日即事 (嚴維)\九月十日即事 (嚴維)__juan_01.txt,中國漢文\clean\唐朝\九月十日即事 (嚴維)\九月十日即事 (嚴維)__juan_01.txt
clean,中國漢文,唐朝,九月十日即事 (李白),,九月十日即事 (李白),九月十日即事 (李白),九月十日即事 (李白),,,1,1,1,92,55,0,中國漢文\raw\唐朝\九月十日即事 (李白)\九月十日即事 (李白)__juan_01.txt,中國漢文\clean\唐朝\九月十日即事 (李白)\九月十日即事 (李白)__juan_01.txt
clean,中國漢文,唐朝,九月十日即事 (陳羽),,九月十日即事 (陳羽),九月十日即事 (陳羽),九月十日即事 (陳羽),,,1,1,1,100,63,0,中國漢文\raw\唐朝\九月十日即事 (陳羽)\九月十日即事 (陳羽)__juan_01.txt,中國漢文\clean\唐朝\九月十日即事 (陳羽)\九月十日即事 (陳羽)__juan_01.txt
clean,中國漢文,唐朝,九月十日郡樓獨酌,,九月十日郡樓獨酌,九月十日郡樓獨酌,九月十日郡樓獨酌,,,1,1,1,140,103,0,中國漢文\raw\唐朝\九月十日郡樓獨酌\九月十日郡樓獨酌__juan_01.txt,中國漢文\clean\唐朝\九月十日郡樓獨酌\九月十日郡樓獨酌__juan_01.txt
clean,中國漢文,唐朝,九月十日雨中過張伯佳期柳鎮未至以詩招之,,九月十日雨中過張伯佳期柳鎮未至以詩招之,九月十日雨中過張伯佳期柳鎮未至以詩招之,九月十日雨中過張伯佳期柳鎮未至以詩招之,,,1,1,1,100,63,0,中國漢文\raw\唐朝\九月十日雨中過張伯佳期柳鎮未至以詩招之\九月十日雨中過張伯佳期柳鎮未至以詩招之__juan_01.txt,中國漢文\clean\唐朝\九月十日雨中過張伯佳期柳鎮未至以詩招之\九月十日雨中過張伯佳期柳鎮未至以詩招之__juan_01.txt
